id,name,north,south,east,west,Location Lat,Location Long
12800,"Big River Trail, Mendocino Co., California, Usa",39.3053,39.2915,-123.726,-123.784,39.2984,-123.755
12801,"Big River, Mendocino Co., California, Usa",39.3277,39.2873,-123.38,-123.792,39.3075,-123.586
12802,"St. Bonaventure, New York, Usa",42.0955,42.066,-78.4632,-78.4922,42.08075,-78.4777
12803,"St. Louis Co., Minnesota, Usa",48.6282,46.6492,-91.7879,-93.0977,47.6387,-92.4428
12804,"Beverly Beach Community, Island Co., Washington, Usa",48.0769,48.0468,-122.503,-122.517,48.06185,-122.51
12807,"Vista Parking Lot, Skyline Blvd., Redwood City, San Mateo Co., California, Usa",37.3243,37.3242,-122.204,-122.204,37.32425,-122.204
12809,"Paramount Ranch, Los Angeles Co., California, Usa",34.12,34.1127,-118.757,-118.765,34.11635,-118.761
12810,"Bolton, Vermont, Usa",44.4704,44.33,-72.8045,-72.9536,44.4002,-72.87905
12813,"Forest Road 350, Jackson Demonstration State Forest, Mendocino Co., California, Usa",39.403,39.3898,-123.685,-123.715,39.3964,-123.7
12814,"Tejon Ranch, Kern Co., California, Usa",35.3231,34.7369,-118.465,-118.96,35.03,-118.7125
12816,"100' Off Happy Isle Loop Rd., Yosemite National Park, California, Usa",37.737,37.7361,-119.557,-119.558,37.73655,-119.5575
12817,"Triunfo Creek Park, Ventura Co., California, Usa",34.1367,34.1216,-118.797,-118.829,34.12915,-118.813
12818,"Berlin, Vermont, Usa",44.2719,44.1536,-72.5198,-72.6837,44.21275,-72.60175
12819,"Greensboro, Vermont, Usa",44.6652,44.5423,-72.2029,-72.3748,44.60375,-72.28885
12820,"Stowe, Vermont, Usa",44.563,44.3982,-72.5968,-72.8386,44.4806,-72.7177
12822,"Sandy Creek Park, Clarke Co., Georgia, Usa",34.0469,34.0222,-83.3685,-83.392,34.03455,-83.38025
12823,"Williston, Vermont, Usa",44.4833,44.37,-73.0191,-73.1545,44.42665,-73.0868
12824,"Dark Day Campground, Bullards Bar Reservoir, Yuba Co., California, Usa",39.4324,39.421,-121.107,-121.117,39.4267,-121.112
12825,"Stump Beach, Salt Point State Park, Sonoma Co., California, Usa",38.5849,38.5804,-123.333,-123.339,38.58265,-123.336
12826,"Corriganville Park, Ventura Co., California, Usa",34.2692,34.2632,-118.647,-118.655,34.2662,-118.651
12827,"Chinsegut Nature Center, Hernando Co., Florida, Usa",28.6381,28.6104,-82.3339,-82.3596,28.62425,-82.34675
12829,"Wildwood Park, Thousand Oaks, Ventura Co., California, Usa",34.2381,34.2059,-118.884,-118.927,34.222,-118.9055
12830,"Tucson Mts., Pima Co., Arizona, Usa",32.2344,32.2156,-111.101,-111.133,32.225,-111.117
12831,"Santa Rita Mts., Santa Cruz Co., Arizona, Usa",31.7318,31.3322,-110.452,-111.367,31.532,-110.9095
12832,"Park Service Rd., Creve Coeur Lake Memorial Park, Maryland Heights, Missouri, Usa",38.7301,38.6925,-90.4678,-90.5005,38.7113,-90.48415
12835,"Ecological Staircase Trail, Jug Handle Preserve, Mendocino Co., California, Usa",39.3818,39.3692,-123.802,-123.815,39.3755,-123.8085
12837,"The Forest Of Nisene Marks State Park, Aptos, Santa Cruz Co., California, Usa",37.0804,36.9881,-121.829,-121.933,37.03425,-121.881
12838,"Sebastopol, Sonoma Co., California, Usa",38.4131,38.3839,-122.807,-122.848,38.3985,-122.8275
12840,"Westcliff Drive, Santa Cruz, Santa Cruz Co., California, Usa",36.9648,36.9493,-122.024,-122.057,36.95705,-122.0405
12842,"Near Camden, Maine, Usa",44.2743,44.206,-69.0115,-69.1486,44.24015,-69.08005
12843,"New Bullards Bar Reservoir, Yuba Co., California, Usa",39.5267,39.3835,-121.077,-121.171,39.4551,-121.124
12844,"Schuylkill Center For Enviromental Education, Philadelphia, Pennsylvania, Usa",40.0567,40.0487,-75.2434,-75.2544,40.0527,-75.2489
12846,"Mill Valley Reservoir, Marin Co., California, Usa",37.9034,37.9018,-122.559,-122.561,37.9026,-122.56
12847,"Homosassa, Citrus Co., Florida, Usa",28.8058,28.7593,-82.5666,-82.6412,28.78255,-82.6039
12848,"Conejo Valley Botanic Garden, Thousand Oaks, Ventura Co., California, Usa",34.1942,34.1891,-118.881,-118.889,34.19165,-118.885
12849,"Bonny Doon, Santa Cruz Co., California, Usa",37.0505,37.0327,-122.135,-122.167,37.0416,-122.151
12850,"Camp Parks, Dublin, California, Usa",37.7193,37.7166,-121.901,-121.904,37.71795,-121.9025
12851,"Makena Beach State Park, Makena, Maui, Hawaii, Usa",20.6407,20.6285,-156.444,-156.453,20.6346,-156.4485
12854,"Near Skyline Boulevard Vista Parking Lot, Redwood City, California, Usa",37.4967,37.3866,-122.265,-122.369,37.44165,-122.317
12855,"Pitt Arm, Shasta Lake, Shasta Co., California, Usa",40.835,40.7796,-122.013,-122.112,40.8073,-122.0625
12856,"De Anza College, Cupertino, Santa Clara Co., California, Usa",37.3228,37.3157,-122.042,-122.049,37.31925,-122.0455
12858,"Birch Aquarium, La Jolla, San Diego Co., California, Usa",32.8672,32.8645,-117.249,-117.252,32.86585,-117.2505
12859,"Potomac, Maryland, Usa",39.07,38.9667,-77.1416,-77.2558,39.01835,-77.1987
12860,"Exposition Park, Los Angeles, Los Angeles Co., California, Usa",34.0182,34.011,-118.283,-118.29,34.0146,-118.2865
12861,"Lawn By Kroeber Hall, Uc Berkeley Campus, Berkeley, Alameda Co., California, Usa",37.8703,37.8692,-122.255,-122.256,37.86975,-122.2555
12862,"In Front Of Morgan Hall, Uc Berkeley Campus, Berkeley, Alameda Co., California, Usa",37.8737,37.8729,-122.264,-122.264,37.8733,-122.264
12863,"Harms Flatwoods, Glenview, Illinois, Usa",42.0626,42.0554,-87.7613,-87.7697,42.059,-87.7655
12864,"Upper Fire Trail, Berkeley, Alameda Co., California, Usa",37.8748,37.8687,-122.228,-122.245,37.87175,-122.2365
12867,"Nature Study Woods, New Rochelle, New York, Usa",40.9964,40.8842,-73.7764,-73.8283,40.9403,-73.80235
12868,"Old La Honda Rd., Woodside, San Mateo Co., California, Usa",37.3991,37.3729,-122.244,-122.256,37.386,-122.25
12869,"Five Brooks Trailhead, Point Reyes National Seashore, Marin Co., California, Usa",37.9985,37.9958,-122.757,-122.759,37.99715,-122.758
12870,"Camp One, North Of Highway 20, Jackson State Demonstration Forest, Mendocino Co., California, Usa",39.382,39.3555,-123.636,-123.674,39.36875,-123.655
12871,"Sand Hill Rd., Menlo Park, San Mateo Co., California, Usa",37.4285,37.4123,-122.19,-122.239,37.4204,-122.2145
12873,"Baby Island Clubhouse, Langley, Whidbey Island, Island Co., Washington, Usa",48.0802,48.0756,-122.479,-122.485,48.0779,-122.482
12874,"Talladega, Alabama, Usa",33.4909,33.3678,-86.025,-86.181,33.42935,-86.103
12875,"Leland High School, San Jose, Santa Clara Co., California, Usa",37.2235,37.2117,-121.839,-121.85,37.2176,-121.8445
12876,"Pfeiffer-big Sur State Park, Monterey Co., California, Usa",36.2387,36.236,-121.769,-121.772,36.23735,-121.7705
12877,"College 8, University Of California Santa Cruz, Santa Cruz Co., California, Usa",36.9922,36.9896,-122.064,-122.066,36.9909,-122.065
12878,"Macon, Bibb Co., Georgia, Usa",32.8998,32.7657,-83.5486,-83.7397,32.83275,-83.64415
12879,"8 Miles Se Of Macon, Georgia, Usa",32.822,32.6808,-83.4944,-83.6454,32.7514,-83.5699
12881,"Science Hill, University Of California Santa Cruz, Santa Cruz Co., California, Usa",37.0013,36.9986,-122.061,-122.064,36.99995,-122.0625
12883,"Porter College, University Of California Santa Cruz, Santa Cruz Co., California, Usa",36.9955,36.9929,-122.064,-122.067,36.9942,-122.0655
12884,"Long Beach, California, Usa",33.7908,33.7751,-118.094,-118.125,33.78295,-118.1095
12885,"Lighthouse Field State Beach, Santa Cruz Co., California, Usa",36.9546,36.9521,-122.025,-122.033,36.95335,-122.029
12890,"La Mesa, San Diego Co., California, Usa",32.7884,32.735,-116.969,-117.041,32.7617,-117.005
12891,"Pine Valley, San Diego Co., California, Usa",32.872,32.8113,-116.482,-116.54,32.84165,-116.511
12892,"Butte Falls, Jackson Co., Oregon, Usa",42.5479,42.5267,-122.559,-122.576,42.5373,-122.5675
12893,"Maclean, Virginia, Usa",39.0198,38.9429,-77.1871,-77.3003,38.98135,-77.2437
12895,"Fall Creek Unit, Henry Cowell Redwoods State Park, Santa Cruz Co., California, Usa",37.0975,37.0518,-122.082,-122.137,37.07465,-122.1095
12896,"Russell Home, Marion, Grant Co., Indiana, Usa",40.6069,40.6065,-85.6887,-85.6893,40.6067,-85.689
12898,"Morgan Hill, Santa Clara Co., California, Usa",37.1696,37.0884,-121.583,-121.697,37.129,-121.64
12899,"Phoenix Lake, Mount Tamalpais Watershed, Greenbrae, Marin Co., California, Usa",37.9591,37.9497,-122.57,-122.581,37.9544,-122.5755
12900,"Eagle Rock Trail, Big Basin State Park, Santa Cruz Co., California, Usa",37.1645,37.1454,-122.186,-122.198,37.15495,-122.192
12902,"West Sebastopol, Sonoma Co., California, Usa",38.4135,38.3839,-122.828,-122.848,38.3987,-122.838
12905,"Forest Hill, Maryland, Usa",39.6576,39.594,-76.3137,-76.4069,39.6258,-76.3603
12906,"King Mountain Open Space Preserve, Larkspur, Marin Co., California, Usa",37.9424,37.9316,-122.54,-122.557,37.937,-122.5485
12907,"Cornwall Park, Bellingham, Whatcom Co., Washington, Usa",48.7771,48.7695,-122.478,-122.486,48.7733,-122.482
12908,"Upper Mosquito Rd., El Dorado Co., California, Usa",38.8636,38.8427,-120.654,-120.683,38.85315,-120.6685
12910,"Alice Keck Park Memorial Garden, Santa Barbara, Santa Barbara Co., California, Usa",34.4298,34.4287,-119.705,-119.707,34.42925,-119.706
12911,"Alameda Park, Santa Barbara, Santa Barbara Co., California, Usa",34.4291,34.4264,-119.704,-119.707,34.42775,-119.7055
12912,"Casa De Fruta, Hollister, California, Usa",36.993,36.9834,-121.378,-121.387,36.9882,-121.3825
12913,"Mexican Hat, Utah, Usa",37.1938,37.1463,-109.836,-109.897,37.17005,-109.8665
12914,"Gateway School, Santa Cruz, Santa Cruz Co., California, Usa",36.9577,36.9549,-122.026,-122.027,36.9563,-122.0265
12915,"Suwannee Co., Florida, Usa",30.4425,29.8825,-82.759,-83.2532,30.1625,-83.0061
12916,"Hendricks Park, Eugene, Lane Co., Oregon, Usa",44.0377,44.0284,-123.056,-123.064,44.03305,-123.06
12917,"Arana Gulch, Santa Cruz, Santa Cruz Co., California, Usa",36.996,36.9736,-121.983,-122.002,36.9848,-121.9925
12918,"Cobb Co., Georgia, Usa",34.0814,33.7435,-84.3752,-84.7396,33.91245,-84.5574
12921,"Garland Ranch Regional Park, Carmel Valley, Monterey Co., California, Usa",36.5119,36.5014,-121.763,-121.777,36.50665,-121.77
12924,"Jimmy Carter Presidential Library And Museum, Atlanta, Georgia, Usa",33.7682,33.7649,-84.3548,-84.3582,33.76655,-84.3565
12925,"Piedmont Park, Atlanta, Georgia, Usa",33.7956,33.7809,-84.3672,-84.3791,33.78825,-84.37315
12927,"Franklin, Connecticut, Usa",41.6656,41.5629,-72.1041,-72.194,41.61425,-72.14905
12929,"Sam Houston National Forest, Waller Co., Texas, Usa",30.7394,30.5341,-95.2434,-95.6539,30.63675,-95.44865
12934,"Private Property, Saratoga, Santa Clara Co., California, Usa",37.296,37.2351,-122.06,-122.142,37.26555,-122.101
12935,"Painted Canyon Visitor Center, Belfield, North Dakota, Usa",46.9061,46.8857,-103.321,-103.354,46.8959,-103.3375
12936,"Macedonia Cemetery, Marion Co., Texas, Usa",32.7344,32.7336,-94.5282,-94.5298,32.734,-94.529
12937,"San Andreas Trail, Milbrae, California, Usa",37.6051,37.5954,-122.422,-122.428,37.60025,-122.425
12940,"Portland Park Dgc, Hamilton Co., Tennessee, Usa",35.1051,35.1045,-85.3336,-85.3349,35.1048,-85.33425
12941,"Hardeeville, South Carolina, Usa",32.3065,32.0819,-80.9933,-81.1859,32.1942,-81.0896
12942,"Roy's Redwoods Open Space Preserve, Woodacre, Marin Co., California, Usa",38.0293,38.0145,-122.647,-122.665,38.0219,-122.656
12943,"Signal Point Park, Hamilton Co., Tennessee, Usa",35.1208,35.1195,-85.366,-85.3672,35.12015,-85.3666
12944,"Rainbow Lake Trail, Hamilton Co., Tennessee, Usa",35.1314,35.1247,-85.3584,-85.3619,35.12805,-85.36015
12947,"Indian Grinding Rock State Historic Park, Pine Grove, Amador Co., California, Usa",38.4265,38.4219,-120.638,-120.646,38.4242,-120.642
12952,"East Remote Parking Lot, University Of California Santa Cruz, Santa Cruz Co., California, Usa",36.992,36.9903,-122.051,-122.055,36.99115,-122.053
12955,"Feuer Family Grove, Big Basin State Park, Santa Cruz Co., California, Usa",37.1975,37.1916,-122.199,-122.211,37.19455,-122.205
12956,"Chumash Park, Los Angeles Co., California, Usa",34.1514,34.1487,-118.755,-118.757,34.15005,-118.756
12957,"Rocky Oaks Park, California, Usa",34.1013,34.0986,-118.815,-118.817,34.09995,-118.816
12958,"Jack Tar Drive, Sebastopol, Sonoma Co., California, Usa",38.3655,38.3577,-122.888,-122.893,38.3616,-122.8905
12959,"Queets, Washington, Usa",47.5473,47.5322,-124.315,-124.347,47.53975,-124.331
12960,"Finland, Minnesota, Usa",47.4608,47.4106,-91.2337,-91.3155,47.4357,-91.2746
12961,"Gurneville, California, Usa",38.5273,38.4961,-122.961,-123.01,38.5117,-122.9855
12962,"Lake Rabun, Georgia, Usa",34.7747,34.7409,-83.4159,-83.489,34.7578,-83.45245
12963,"Green Lakes State Park, Manlius, Onondaga Co., New York, Usa",43.0598,43.0319,-75.9586,-75.9973,43.04585,-75.97795
12964,"Verona Beach State Park, Verona, Oneida Co., New York, Usa",43.1948,43.1609,-75.6909,-75.7369,43.17785,-75.7139
12965,"New Seasons Market, 5320 Ne 33rd Ave., Portland, Multnomah Co., Oregon, Usa",45.5614,45.561,-122.63,-122.631,45.5612,-122.6305
12966,"Turkey Mountain Nature Preserve, Yorktown Heights, New York, Usa",41.2552,41.244,-73.7932,-73.8011,41.2496,-73.79715
12967,"Huckleberry Hill Nature Preserve, Monterey, California, Usa",36.6185,36.595,-121.9,-121.925,36.60675,-121.9125
12969,"Elbow Lake, Oregon Dunes National Recreation Area, Siuslaw National Forest, Douglas Co., Oregon, Usa",43.7957,43.7772,-124.144,-124.17,43.78645,-124.157
12970,"Raccoon Mountain Tva, Marion Co., Tennessee, Usa",35.0627,35.0372,-85.3796,-85.4207,35.04995,-85.40015
12972,"Near Jasper, Lane Co., Oregon, Usa",43.9991,43.9845,-122.88,-122.904,43.9918,-122.892
12973,"Near San Francisco, San Francisco Co., California, Usa",37.8409,37.6389,-122.309,-122.567,37.7399,-122.438
12974,"North Chickamauga Creek Greenway, Hamilton Co., Tennessee, Usa",35.1293,35.1185,-85.2115,-85.2282,35.1239,-85.21985
12975,"Enterprise South Nature Park, Hamilton Co., Tennessee, Usa",35.1025,35.0796,-85.094,-85.1227,35.09105,-85.10835
12976,"Chickamauga National Military Park, Georgia, Usa",34.9487,34.89,-85.2278,-85.2864,34.91935,-85.2571
12977,"Paul Douglas Forest Preserve, Hoffman Estates, Cook Co., Illinois, Usa",42.0913,42.0673,-88.0926,-88.1217,42.0793,-88.10715
12978,"Petersburg, Illinois, Usa",40.0256,40.0036,-89.8238,-89.8624,40.0146,-89.8431
12979,"Door Co., Wisconsin, Usa",45.4284,44.6752,-86.764,-87.7365,45.0518,-87.25025
12980,"Montrose Point, Chicago, Illinois, Usa",41.9731,41.9594,-87.6277,-87.646,41.96625,-87.63685
12981,"Schwan Lagoon, Twin Lakes State Beach, Santa Cruz Co., California, Usa",36.9696,36.9618,-121.987,-121.998,36.9657,-121.9925
12982,"Southern San Diego, San Diego Co., California, Usa",32.8008,32.5349,-116.908,-117.288,32.66785,-117.098
12983,"Lsu Campus, Baton Rouge, East Baton Rouge Par., Louisiana, Usa",30.4172,30.4061,-91.1722,-91.1859,30.41165,-91.17905
12984,"Old State Capitol, Baton Rouge, East Baton Rouge Par., Louisiana, Usa",30.447,30.4454,-91.1886,-91.19,30.4462,-91.1893
12985,"The Garden District, Baton Rouge, East Baton Rouge Par., Louisiana, Usa",30.4439,30.4357,-91.1597,-91.1691,30.4398,-91.1644
12986,"Bodega Bay, Sonoma Co., California, Usa",38.3478,38.2957,-122.986,-123.078,38.32175,-123.032
12987,"Mcclaughry Springs Woods, Cook Co., Illinois, Usa",41.6829,41.6742,-87.8438,-87.8566,41.67855,-87.8502
12988,"Cherry Hill Woods, Cook Co., Illinois, Usa",41.6831,41.6666,-87.8549,-87.8747,41.67485,-87.8648
12989,"Bond Falls, Michigan, Usa",46.4113,46.4086,-89.132,-89.1348,46.40995,-89.1334
12990,"Harris Beach State Park, Curry Co., Oregon, Usa",42.0726,42.0607,-124.299,-124.321,42.06665,-124.31
12991,"Selby Trail, Tilden Regional Park, Berkeley, Alameda Co., California, Usa",37.9054,37.8836,-122.245,-122.268,37.8945,-122.2565
12992,"Jasper Co., South Carolina, Usa",32.7531,32.0346,-80.8173,-81.2813,32.39385,-81.0493
12993,"Umpqua National Forest, Oregon, Usa",43.5936,42.249,-121.076,-123.108,42.9213,-122.092
12994,"Natural Nobels Christmas Tree Farm, Estacada, Clackamas Co., Oregon, Usa",45.2907,45.288,-122.407,-122.41,45.28935,-122.4085
12995,"Randall Davey Audubon Center, Santa Fe, New Mexico, Usa",35.6892,35.6726,-105.858,-105.892,35.6809,-105.875
12996,"Bayocean Peninsula Park, Tillamook, Tillamook Co., Oregon, Usa",45.5389,45.505,-123.942,-123.959,45.52195,-123.9505
12997,"Shields Camp, Nevada Co., California, Usa",39.3764,39.3689,-120.94,-120.959,39.37265,-120.9495
12998,"Ortega Highway, Riverside Co., California, Usa",33.6583,33.6021,-117.369,-117.458,33.6302,-117.4135
12999,"Malibu Bluffs Park, Los Angeles Co., California, Usa",34.0347,34.032,-118.702,-118.705,34.03335,-118.7035
13000,"Manchester Preserve, Encinitas, San Diego Co., California, Usa",33.039,33.0237,-117.242,-117.252,33.03135,-117.247
13001,"Oakland, Alameda Co., California, Usa",37.8847,37.6322,-122.115,-122.356,37.75845,-122.2355
13004,"900 Exposition Blvd., Los Angeles, Los Angeles Co., California, Usa",34.0186,34.0159,-118.287,-118.29,34.01725,-118.2885
13010,"Syracuse, New York, Usa",43.0861,42.9844,-76.0741,-76.2045,43.03525,-76.1393
13013,"Tolay Lake Regional Park, Petaluma, Sonoma Co., California, Usa",38.2179,38.2004,-122.498,-122.53,38.20915,-122.514
13014,"Smartsville, California, Usa",39.2125,39.1968,-121.28,-121.308,39.20465,-121.294
13015,"Spring Court, Santa Cruz, Santa Cruz Co., California, Usa",36.9858,36.9844,-122.045,-122.047,36.9851,-122.046
13016,"Homestead Trail, Homer, Alaska, Usa",59.6929,59.6912,-151.549,-151.561,59.69205,-151.555
13017,"Near Lexington Reservoir, Santa Clara Co., California, Usa",37.2031,37.1677,-121.974,-122,37.1854,-121.987
13018,"Three Rivers, California, Usa",36.5039,36.3368,-118.803,-118.955,36.42035,-118.879
13019,"Roseville, Placer Co., California, Usa",38.8104,38.7162,-121.185,-121.401,38.7633,-121.293
13020,"Audubon Acres, Chattanooga, Tennessee, Usa",35.0024,34.9889,-85.1659,-85.1862,34.99565,-85.17605
13023,"Paradise Lake Trail, Nevada Co., California, Usa",39.6607,39.1392,-119.737,-121.013,39.39995,-120.375
13025,"Beltzville State Park, Carbon Co., Pennsylvania, Usa",40.8922,40.8444,-75.5348,-75.6517,40.8683,-75.59325
13026,"Public Wilderness, Carbon Co., Pennsylvania, Usa",41.1589,40.7603,-75.3008,-75.824,40.9596,-75.5624
13027,"Camden Hills State Park, Maine, Usa",44.2955,44.2201,-69.0169,-69.101,44.2578,-69.05895
13028,"Ferne Clyffe State Park, Johnson Co., Illinois, Usa",37.5501,37.5191,-88.9675,-89.0039,37.5346,-88.9857
13029,"Wg Jones State Forest, Texas, Usa",30.2391,30.2079,-95.471,-95.4985,30.2235,-95.48475
13031,"Grayling, Michigan, Usa",44.6743,44.6421,-84.6892,-84.7234,44.6582,-84.7063
13032,"Lake Kissimmee State Park, Florida, Usa",27.9723,27.9126,-81.3249,-81.4127,27.94245,-81.3688
13034,"Signal Rd., Aquarius Mountains, Mohave Co., Arizona, Usa",34.6191,34.6019,-113.46,-113.524,34.6105,-113.492
13037,"Alligator Point, Florida, Usa",29.9355,29.8968,-84.3419,-84.4059,29.91615,-84.3739
13039,"Otter Lake Recreational Area, Panacea, Florida, Usa",30.035,30.0157,-84.3996,-84.4316,30.02535,-84.4156
13040,"Apalachicola, Florida, Usa",29.7464,29.7117,-84.9787,-85.0063,29.72905,-84.9925
13041,"Ochlockonee River State Park, Florida, Usa",30.0107,29.996,-84.47,-84.4986,30.00335,-84.4843
13044,"Exit 444, Us 101, Sausalito, California, Usa",37.8616,37.8588,-122.499,-122.505,37.8602,-122.502
13046,"St. Marks National Wildlife Refuge, Silver Lake, Florida, Usa",30.6376,29.669,-83.9067,-84.6911,30.1533,-84.2989
13047,"Stevenson City Park, Jackson Co., Alabama, Usa",34.8572,34.8476,-85.8292,-85.8367,34.8524,-85.83295
13052,"Los Padres National Forest, Santa Barbara Co., California, Usa",35.0427,34.4263,-118.193,-120.655,34.7345,-119.424
13054,"Oak Creek, Agoura Hills, Los Angeles Co., California, Usa",34.1485,34.1466,-118.755,-118.759,34.14755,-118.757
13056,"Minsi Lake, Pennsylvania, Usa",40.9192,40.9115,-75.1646,-75.1782,40.91535,-75.1714
13057,"San Luis Bay Estates, Avila Beach, California, Usa",35.2024,35.1834,-120.725,-120.739,35.1929,-120.732
13059,"Sunset State Beach, Watsonville, Santa Cruz Co., California, Usa",36.8974,36.8745,-121.819,-121.839,36.88595,-121.829
13060,"Detroit, Michigan, Usa",42.6381,42.029,-82.6785,-83.426,42.33355,-83.05225
13064,"Wildomar, Riverside Co., California, Usa",33.656,33.5763,-117.206,-117.311,33.61615,-117.2585
13065,"Graham Hill Rd. Near Quarry Rd., Santa Cruz Co., California, Usa",37.0458,37.0421,-122.047,-122.052,37.04395,-122.0495
13066,"1600 Lockwood Blvd., Oviedo, Florida, Usa",28.648,28.6453,-81.1759,-81.1786,28.64665,-81.17725
13067,"1350 Snow Hill Rd., Geneva, Florida, Usa",28.6867,28.684,-81.1146,-81.1173,28.68535,-81.11595
13068,"1800 Wekiwa Cir., Apopka, Florida, Usa",28.7128,28.7101,-81.4615,-81.4642,28.71145,-81.46285
13069,"Dutton Island Preserve, Atlantic Beach, Florida, Usa",30.3608,30.3235,-81.3947,-81.4385,30.34215,-81.4166
13070,"100 Block, 9th Ave. N, Jacksonville Beach, Florida, Usa",30.2978,30.2978,-81.3914,-81.3914,30.2978,-81.3914
13073,"Kimberwicke Cir., Oviedo, Florida, Usa",28.6146,28.6119,-81.2418,-81.2445,28.61325,-81.24315
13075,"Intersection Of Van Ness Ave. And Cleveland Ave., Santa Cruz, Santa Cruz Co., California, Usa",36.97,36.9693,-122.039,-122.04,36.96965,-122.0395
13076,"Arroyo Laguna Beach Area North, San Luis Obispo Co., California, Usa",35.6541,35.6516,-121.221,-121.244,35.65285,-121.2325
13078,"Media Theater, University Of California Santa Cruz, Santa Cruz Co., California, Usa",36.9955,36.9948,-122.062,-122.062,36.99515,-122.062
13079,"University Of California Santa Cruz Arboretum & Botanic Garden, Santa Cruz Co., California, Usa",36.9853,36.9811,-122.059,-122.065,36.9832,-122.062
13080,"Gilroy, Santa Clara Co., California, Usa",37.0481,36.9702,-121.519,-121.643,37.00915,-121.581
13081,"Kresge College, University Of California Santa Cruz, Santa Cruz Co., California, Usa",36.9996,36.9968,-122.064,-122.067,36.9982,-122.0655
13082,"Classroom Unit 2, University Of California Santa Cruz, Santa Cruz Co., California, Usa",36.9985,36.9974,-122.056,-122.059,36.99795,-122.0575
13084,"Greenwood, Maine, Usa",44.4097,44.2667,-70.5807,-70.7627,44.3382,-70.6717
13086,"First Beach Trail, Olympic National Park, La Push, Washington, Usa",47.9014,47.898,-124.623,-124.63,47.8997,-124.6265
13088,"Lotus, California, Usa",38.7698,38.7621,-120.92,-120.936,38.76595,-120.928
13089,"Agoura Hills, Los Angeles Co., California, Usa",34.1685,34.1249,-118.719,-118.8,34.1467,-118.7595
13094,"Steuart And Howard St., San Francisco, San Francisco Co., California, Usa",37.7934,37.7907,-122.39,-122.393,37.79205,-122.3915
13097,"Amnicola Marsh, Hamilton Co., Tennessee, Usa",35.0806,35.0731,-85.2651,-85.2719,35.07685,-85.2685
13099,"Sugarloaf Ridge State Park, Santa Rosa, Sonoma Co., California, Usa",38.488,38.4853,-122.566,-122.569,38.48665,-122.5675
13100,"Two Bar Rd., Boulder Creek, California, Usa",37.1809,37.143,-122.094,-122.132,37.16195,-122.113
13101,"Fern Ave., Boulder Creek, California, Usa",37.1506,37.1463,-122.125,-122.13,37.14845,-122.1275
13104,"Altamont Hills Between Tracy And Livermore, Alameda Co., California, Usa",37.7801,37.628,-121.568,-121.746,37.70405,-121.657
13106,"Shelburne, New Hampshire, Usa",44.4404,44.3392,-71.0127,-71.1617,44.3898,-71.0872
13108,"Military Ocean Terminal, Concord, California, Usa",38.0229,37.9242,-121.933,-122.065,37.97355,-121.999
13113,"Beaverton Creek Wetlands Natural Area, Washington Co., Oregon, Usa",45.4943,45.4904,-122.832,-122.838,45.49235,-122.835
13121,"Heritage Park, Oconee Co., Georgia, Usa",33.7679,33.7566,-83.4344,-83.4553,33.76225,-83.44485
13122,"Old Melones Rd., California, Usa",37.9461,37.9229,-120.522,-120.537,37.9345,-120.5295
13123,"Jordan Gulch, University Of California Santa Cruz, Santa Cruz Co., California, Usa",36.9969,36.989,-122.055,-122.057,36.99295,-122.056
13124,"Aguanga, Riverside, California, Usa",33.4844,33.4266,-116.816,-116.905,33.4555,-116.8605
13126,"San Luis National Wildlife Refuge, Merced Co., California, Usa",37.2961,37.1726,-120.759,-120.851,37.23435,-120.805
13127,"Mountain Center, San Jacinto Mountains, California, Usa",33.7279,33.682,-116.688,-116.764,33.70495,-116.726
13128,"Chattanooga Nature Center, Hamilton Co., Tennessee, Usa",35.0124,35.0002,-85.3609,-85.3707,35.0063,-85.3658
13129,"Murphy-hanrehan Park Preserve, Scott Co., Minnesota, Usa",44.7328,44.6886,-93.3168,-93.3602,44.7107,-93.3385
13130,"125 Sonoma Mountain Pkwy., Petaluma, Sonoma Co., California, Usa",38.2585,38.2558,-122.62,-122.622,38.25715,-122.621
13131,"Robert Louis Stevenson State Park, Lake Co., California, Usa",38.6877,38.6247,-122.561,-122.659,38.6562,-122.61
13132,"Walker Ridge, Lake And Colusa Cos., California, Usa",39.1774,39.0387,-122.464,-122.512,39.10805,-122.488
13134,"Caspar Little Lake Rd. (Co Rd 409), Mendocino Co., Califonia, Usa",39.3574,39.3247,-123.738,-123.809,39.34105,-123.7735
13139,"Aloha, Washington Co., Oregon, Usa",45.5322,45.4823,-122.833,-122.898,45.50725,-122.8655
13140,"Regional Parks Botanic Garden, Berkeley, Alameda Co., California, Usa",37.8943,37.8924,-122.242,-122.244,37.89335,-122.243
13141,"Moore Creek Preserve, Santa Cruz Co., California, Usa",36.9759,36.969,-122.065,-122.071,36.97245,-122.068
13142,"Merced National Wildlife Refuge, Merced Co., California, Usa",37.2067,37.1271,-120.582,-120.664,37.1669,-120.623
13145,"Barrett Cove Recreation Area, California, Usa",37.649,37.6333,-120.283,-120.298,37.64115,-120.2905
13149,"Sonoma Coast State Park, Sonoma Co., California, Usa",38.4472,38.3995,-123.05,-123.123,38.42335,-123.0865
13150,"State Game Lands No. 38, Monroe Co., Pennsylvania, Usa",41.0708,40.9942,-75.3689,-75.4535,41.0325,-75.4112
