id,name,north,south,east,west,Location Lat,Location Long
5181,"Plaistow, Rockingham Co., New Hampshire, Usa",42.8798,42.8063,-71.0536,-71.1365,42.84305,-71.09505
5182,"North Hampton, New Hampshire, Usa",43.007,42.9523,-70.7697,-70.8877,42.97965,-70.8287
5183,"Moultonborough, New Hampshire, Usa",43.7831,43.6291,-71.2455,-71.5312,43.7061,-71.38835
5184,"Barnstable Co., Massachusetts, Usa",42.1345,41.4641,-69.8589,-70.7585,41.7993,-70.3087
5185,"Bloomington, Minnesota, Usa",44.8634,44.7853,-93.198,-93.3988,44.82435,-93.2984
5186,"Rockport, Mendocino Co., California, Usa",39.7508,39.7336,-123.803,-123.835,39.7422,-123.819
5187,"Sonora, Tuolumne Co., California, Usa",38.0033,37.9648,-120.359,-120.397,37.98405,-120.378
5189,"Shadow Hills, California, Usa",34.2661,34.2433,-118.33,-118.371,34.2547,-118.3505
5191,"Interstate 5, Exit 6, Jackson Co., Oregon, Usa",42.0871,42.0616,-122.591,-122.62,42.07435,-122.6055
5192,"Huston Brumbaugh Nature Center, Paris Twp., Ohio, Usa",40.764,40.7253,-81.0687,-81.1111,40.74465,-81.0899
5196,"Weaverville, North Carolina, Usa",35.7333,35.7021,-82.4565,-82.5211,35.7177,-82.4888
5199,"Crown Zellerbach Rd. South Of Spitzenberg, Columbia Co., Oregon, Usa",45.8221,45.8158,-122.943,-122.945,45.81895,-122.944
5202,"Chesney-russell Home, Penryn, Placer Co., California, Usa",38.8556,38.8489,-121.162,-121.171,38.85225,-121.1665
5203,"Hellbender Bluff County Park, Columbiana Co., Ohio, Usa",40.7118,40.6899,-80.6385,-80.6633,40.70085,-80.6509
5216,"Mirrormont, King Co, Washington, Usa",47.4734,47.4564,-121.991,-122.01,47.4649,-122.0005
5218,"Cascade-fairwood, King Co., Washington, Usa",47.4624,47.4298,-122.122,-122.188,47.4461,-122.155
5219,"Maple Valley, King Co., Washington, Usa",47.3972,47.3405,-121.998,-122.066,47.36885,-122.032
5221,"Kent, King Co., Washington, Usa",47.4412,47.3298,-121.996,-122.309,47.3855,-122.1525
5222,"Federal Way, King Co., Washington, Usa",47.358,47.2578,-122.273,-122.418,47.3079,-122.3455
5223,"Strawberry, El Dorado Co., California, Usa",38.8072,38.7898,-120.129,-120.161,38.7985,-120.145
5224,"Ocean Springs, Mississippi, Usa",30.4266,30.3818,-88.7195,-88.8593,30.4042,-88.7894
5225,"White Pass, Yakima Co., Washington, Usa",46.6545,46.6274,-121.361,-121.425,46.64095,-121.393
5226,"Hono O Na Pali Nar, Kauai, Hawaii, Usa",22.1775,22.1566,-159.604,-159.621,22.16705,-159.6125
5228,"White Oak Woods, Palos Hills, Cook Co., Illinois, Usa",41.7062,41.7026,-87.8519,-87.8558,41.7044,-87.85385
5231,"Mercer Island, King Co., Washington, Usa",47.5959,47.5244,-122.201,-122.254,47.56015,-122.2275
5232,"Lummi Island, Whatcom Co., Washington, Usa",48.7489,48.6388,-122.607,-122.724,48.69385,-122.6655
5236,"Layser Cave, Gifford Pinchot National Forest, Randle, Lewis Co., Washington, Usa",46.4653,46.4577,-121.855,-121.866,46.4615,-121.8605
5241,"Goblins Gate, Elwha River Valley, Clallam Co., Washington, Usa",47.9568,47.956,-123.575,-123.576,47.9564,-123.5755
5242,"Cascades Along Highway 12, Lewis Co. And Yakima Co., Washington, Usa",46.7559,46.4993,-120.781,-122.482,46.6276,-121.6315
5243,"Chester Co., Pennsylvania, Usa",40.2451,39.7211,-75.361,-76.1367,39.9831,-75.74885
5244,"Salem, Marion Co., Oregon, Usa",45.0123,44.8536,-122.934,-123.123,44.93295,-123.0285
5248,"Shark Reef Sanctuary, Lopez Island, San Juan Co., Washington, Usa",48.4717,48.4498,-122.933,-122.946,48.46075,-122.9395
5249,"Kaniksu National Forest, Boundary Co., Idaho, Usa",48.9622,48.1368,-115.664,-117.334,48.5495,-116.499
5251,"Orcas Island, San Juan Co., Washington, Usa",48.7147,48.5884,-122.742,-123.031,48.65155,-122.8865
5252,"St. Augustine, Florida, Usa",29.9561,29.8569,-81.2659,-81.3449,29.9065,-81.3054
5255,"Off Evergreen Rd, Stanislaus National Forest, California, Usa",38.1334,37.5911,-119.639,-120.092,37.86225,-119.8655
5262,"St. Paul, Minnesota, Usa",45.0079,44.9033,-93.0555,-93.2589,44.9556,-93.1572
5263,"Angelo Coast Range Reserve, Branscomb, Mendocino Co., California, Usa",39.7613,39.684,-123.561,-123.663,39.72265,-123.612
5279,"Hedrick Ranch Nature Area, Ventura Co., California, Usa",35.2063,33.5197,-118.527,-119.473,34.363,-119
5280,"Ellensburg, Kittitas Co., Washington, Usa",47.0293,46.9669,-120.51,-120.595,46.9981,-120.5525
5281,"Mandalay County Park, Oxnard, Ventura Co., California, Usa",34.2137,34.1883,-119.242,-119.257,34.201,-119.2495
5282,"Umptanum Falls, Kittitas Co., Washington, Usa",47.5977,46.7355,-119.927,-121.466,47.1666,-120.6965
5284,"Philmont, Columbia Co., New York, Usa",42.2639,42.2439,-73.6392,-73.6634,42.2539,-73.6513
5286,"Doran Regional Park, Bodega Bay, Sonoma Co., California, Usa",38.3171,38.3058,-123.026,-123.055,38.31145,-123.0405
5288,"Kennesaw Mountain National Battlefield Park, Kennesaw, Georgia, Usa",33.9899,33.908,-84.5689,-84.6096,33.94895,-84.58925
5290,"Screwdriver Creek, Lassen National Forest, California, Usa",40.9281,39.6699,-120.568,-121.914,40.299,-121.241
5291,"Oak Openings Park, Swanton Twp., Lucas Co., Ohio, Usa",41.5828,41.5286,-83.8248,-83.8827,41.5557,-83.85375
5292,"Carver-roehl County Park, Wisconsin, Usa",42.6103,42.6001,-88.824,-88.8293,42.6052,-88.82665
5294,"Pass Creek, Colville National Forest, Washington, Usa",48.836,48.7831,-117.129,-117.209,48.80955,-117.169
5295,"Approximately 2 Miles Southwest Of Pipi Campground, Eldorado National Forest, El Dorado Co., California, Usa",38.5503,38.5476,-120.458,-120.461,38.54895,-120.4595
5296,"Sunnyside Awossagame Grove, Clinton, New Jersey, Usa",40.5815,40.5779,-74.8807,-74.889,40.5797,-74.88485
5297,"Myakka River State Park, Sarasota, Florida, Usa",27.2988,27.1002,-82.1544,-82.3726,27.1995,-82.2635
5299,"Money Creek, Chelan Co., Washington, Usa",47.7736,47.6607,-121.325,-121.468,47.71715,-121.3965
5300,"Near Winnemucca, Nevada, Usa",41.0328,40.8678,-117.531,-117.879,40.9503,-117.705
5301,"Summit Park, Utah, Usa",40.8111,40.6992,-111.535,-111.649,40.75515,-111.592
5302,"Modoc National Forest, Modoc Co., California, Usa",41.9976,40.9055,-120.093,-121.685,41.45155,-120.889
5304,"Seven Devils, North Carolina, Usa",36.1669,36.1183,-81.7841,-81.8402,36.1426,-81.81215
5306,"Linville Falls, Pisgah National Forest, North Carolina, Usa",35.9683,35.9503,-81.9269,-81.9589,35.9593,-81.9429
5307,"Julian Price Memorial Park, North Carolina, Usa",36.165,36.1235,-81.7105,-81.7925,36.14425,-81.7515
5309,"Discovery Park, Seattle, King Co., Washington, Usa",47.6703,47.6529,-122.419,-122.451,47.6616,-122.435
5310,"Trillium Trail, Gr Thompson State Wildlife Management Area, Virginia, Usa",38.9944,38.9543,-77.9744,-78.0074,38.97435,-77.9909
5312,"Davis Creek, Modoc Co., California, Usa",41.7416,41.7249,-120.356,-120.388,41.73325,-120.372
5329,"Macclenny, Florida, Usa",30.3018,30.2665,-82.1039,-82.1461,30.28415,-82.125
5335,"Moses Creek Conservation Area, St. Augustine, Florida, Usa",29.7911,29.7566,-81.2709,-81.3107,29.77385,-81.2908
5336,"Bridger Range, Gallatin Co., Montana, Usa",45.88,45.8178,-110.716,-110.844,45.8489,-110.78
5340,"West Seattle, King Co., Washington, Usa",47.5994,47.4989,-122.368,-122.419,47.54915,-122.3935
5341,"Exit 38 Hwy I-90, King Co., Washington, Usa",47.449,47.4348,-121.65,-121.687,47.4419,-121.6685
5342,"Elton E Fawks Bald Eagle Refuge Nature Preserveâ€Ž, Hampton Township, Illinois, Usa",41.572,41.5563,-90.3633,-90.387,41.56415,-90.37515
5343,"Odessa, Nebraska, Usa",40.7075,40.6536,-99.1554,-99.2872,40.68055,-99.2213
5344,"Olallie State Park, King Co., Washington, Usa",47.4556,47.4307,-121.637,-121.714,47.44315,-121.6755
5345,"Glenwood, Klickitat Co., Washington, Usa",46.0303,46.0121,-121.281,-121.303,46.0212,-121.292
5346,"Big Trees Forest Preserve, Sandy Springs, Georgia, Usa",33.9666,33.9617,-84.3593,-84.3647,33.96415,-84.362
5351,"Schoolhouse Gap, Great Smoky Mountains National Park, Blount Co., Tennessee, Usa",35.645,35.641,-83.7476,-83.7529,35.643,-83.75025
5354,"Cades Cove Campground, Great Smoky Mountains National Park, Blount Co., Tennessee, Usa",35.6082,35.5883,-83.758,-83.7941,35.59825,-83.77605
5355,"Table Mountain Near Ellensburg, Kittitas Co., Washington, Usa",47.2513,47.1729,-120.519,-120.637,47.2121,-120.578
5356,"Rock Creek Park, Washington Dc, Usa",38.9907,38.9376,-77.0364,-77.0585,38.96415,-77.04745
5357,"Redbluff Trail, Colville National Forest, Washington, Usa",48.9173,48.8549,-117.261,-117.3,48.8861,-117.2805
5359,"Spicer Meadow Rd., Stanislaus National Forest, Calaveras Co., California, Usa",38.432,38.4222,-120.046,-120.081,38.4271,-120.0635
5363,"Elochoman River, Wahkiakum Co., Washington, Usa",46.3501,46.2179,-123.243,-123.347,46.284,-123.295
5364,"Hanover, Luzerne Co., Pennsylvania, Usa",41.2223,41.1768,-75.9049,-75.9952,41.19955,-75.95005
5365,"Plot No. 13, Rare Fungi Project, Near Cle Elum, Kittitas Co., Washington, Usa",47.282,47.281,-121.263,-121.265,47.2815,-121.264
5366,"Road 5480 Southeast Of Keechelis Lake, Kittitas Co., Washington, Usa",47.309,47.305,-121.33,-121.34,47.307,-121.335
5367,"Inlet, Adirondacks, New York, Usa",44.9866,42.9792,-73.3804,-75.5384,43.9829,-74.4594
5368,"Ellicott City, Maryland, Usa",39.3241,39.2148,-76.7638,-76.8945,39.26945,-76.82915
5369,"Pooler, Georgia, Usa",32.1722,32.0579,-81.1956,-81.3107,32.11505,-81.25315
5370,"Soldier's Delight Environmental Area, Owings Mills, Maryland, Usa",39.4261,39.4073,-76.8205,-76.8406,39.4167,-76.83055
5371,"Falls Branch Falls Trail, Cherokee National Forest, Tellico Plains, Tennessee, Usa",35.3731,35.3457,-84.0529,-84.0812,35.3594,-84.06705
5372,"Bothell Way/Washington State Route 522, Lake Forest Park, King Co., Washington, Usa",47.7575,47.7335,-122.27,-122.292,47.7455,-122.281
5373,"Pocahontas State Park, Chesterfield Co., Virginia, Usa",37.4081,37.3216,-77.5247,-77.6102,37.36485,-77.56745
5375,"Northwest Branch, Montgomery Co., Maryland, Usa",39.0327,39.0308,-77.0063,-77.0084,39.03175,-77.00735
5377,"Labagh Woods, Chicago, Illinois, Usa",41.9849,41.9753,-87.7359,-87.7483,41.9801,-87.7421
5378,"Pine Creek, Luzerne Co., Pennsylvania, Usa",41.1727,41.1291,-76.2623,-76.3053,41.1509,-76.2838
5379,"Livingston, Texas, Usa",30.742,30.6819,-94.9082,-94.9703,30.71195,-94.93925
5380,"Burnet, Texas, Usa",30.7855,30.7145,-98.2082,-98.2605,30.75,-98.23435
5385,"Dodgeville, Wisconsin, Usa",42.9877,42.9452,-90.1113,-90.1509,42.96645,-90.1311
5386,"Giant City State Park, Makanda, Illinois, Usa",37.6194,37.5646,-89.1499,-89.2286,37.592,-89.18925
5388,"Montrose, West Virginia, Usa",39.1033,39.0789,-79.9051,-79.947,39.0911,-79.92605
5390,"East Side Coastal Range, Tillamook Co., Oregon, Usa",45.9763,45.2368,-123.098,-123.817,45.60655,-123.4575
5404,"Dad's Bench, Tim Sage's Homebase, Shoreline, King Co., Washington, Usa",47.7424,47.7394,-122.297,-122.302,47.7409,-122.2995
5405,"Dad's Archway/Fence, Tim Sage's Homebase, Shoreline, King Co., Washington, Usa",47.7433,47.7387,-122.295,-122.303,47.741,-122.299
5406,"St. Croix Falls, Wisconsin, Usa",45.4228,45.3432,-92.6062,-92.6837,45.383,-92.64495
5407,"Umtanum Creek, Yakima Co., Washington, Usa",46.8971,46.8064,-120.344,-120.639,46.85175,-120.4915
5411,"Waterford, Connecticut, Usa",41.427,41.2961,-72.0929,-72.219,41.36155,-72.15595
5412,"Leverich Canyon, Gallatin Co., Montana, Usa",45.5839,45.5697,-111.031,-111.041,45.5768,-111.036
5413,"Lower Hyalite Canyon, Gallatin Co., Montana, Usa",46.4348,44.7155,-110.563,-111.584,45.57515,-111.0735
5414,"Kirk Hill, Gallatin Co., Montana, Usa",45.601,45.5411,-111.007,-111.092,45.57105,-111.0495
5415,"Henderson Park, Tucker, Georgia, Usa",33.8696,33.8638,-84.2231,-84.2354,33.8667,-84.22925
5416,"Wilson River Highway, Tillamook Co. And Washington Co., Oregon, Usa",45.6548,45.4524,-123.064,-123.846,45.5536,-123.455
5420,"Fox Meadow, Gallatin Co., Montana, Usa",46.3405,44.6212,-110.494,-111.515,45.48085,-111.0045
5421,"Sypes Canyon, Gallatin Co., Montana, Usa",45.7531,45.7375,-110.984,-111.016,45.7453,-111
5422,"Middle Cottonwood, Gallatin Co., Montana, Usa",45.791,45.7649,-110.944,-110.989,45.77795,-110.9665
5423,"Skalkaho Pass, Ravalli Co., Montana, Usa",46.2535,46.238,-113.757,-113.789,46.24575,-113.773
5424,"Northwest Church, Shoreline, King Co., Washington, Usa",47.7437,47.7424,-122.313,-122.314,47.74305,-122.3135
5425,"City Cavalry Chapel, Shoreline, King Co., Washington, Usa",47.7396,47.7385,-122.313,-122.314,47.73905,-122.3135
5429,"Sweetwater Creek State Park, Lithia Springs, Georgia, Usa",33.7687,33.733,-84.6117,-84.6517,33.75085,-84.6317
5430,"Phillips Creek, Luzerne Co., Pennsylvania, Usa",41.2992,41.2667,-76.2166,-76.2304,41.28295,-76.2235
5431,"Cherry Valley, Monroe Co., Pennsylvania, Usa",40.9647,40.9527,-75.199,-75.2236,40.9587,-75.2113
5432,"Dry Canyon, Ventura Co., California, Usa",34.7441,34.7257,-119.232,-119.264,34.7349,-119.248
5433,"Rock Creek, Inyo National Forest, Inyo Co., California, Usa",37.5625,37.5049,-118.619,-118.661,37.5337,-118.64
5434,"Deception Creek Trail #1059, Mount Baker-snoqualmie National Forest, Washington, Usa",47.7131,47.646,-121.159,-121.197,47.67955,-121.178
5435,"Kingdom City, Missouri, Usa",38.9646,38.9299,-91.9192,-91.9607,38.94725,-91.93995
5438,"Coeur D'alene, Kootenai Co., Idaho, Usa",47.745,47.6578,-116.731,-116.854,47.7014,-116.7925
5439,"Betti-lynn And Charlie Brown's House, 27th Ave. Ne, Shoreline, King Co., Washington, Usa",47.7428,47.7411,-122.299,-122.3,47.74195,-122.2995
5440,"Ashley's Old House, Ne 155th St. And 26th Ave. Ne, Shoreline, King Co., Washington, Usa",47.7418,47.7398,-122.3,-122.302,47.7408,-122.301
5443,"Fruitland Bible Camp, Fruitland, Washington, Usa",48.0785,48.0635,-118.183,-118.215,48.071,-118.199
5446,"Concrete, Skagit Co., Washington, Usa",48.5505,48.5259,-121.732,-121.766,48.5382,-121.749
5447,"This Mushroom Was Collected Approximately 1 Mile South Of Silver Fork Campground On Silver Fork Rd., El Dorado National Forest, California, Usa",39.1001,38.4458,-119.84,-120.877,38.77295,-120.3585
5449,"Clarkston, Georgia, Usa",33.8165,33.7955,-84.2167,-84.2372,33.806,-84.22695
5450,"Silver Fork Campground, El Dorado National Forest, California, Usa",38.7089,38.6915,-120.192,-120.224,38.7002,-120.208
5454,"Mp 14.3 E. Larch Mountain Rd., Multnomah Co., Oregon, Usa",45.5377,45.5221,-122.073,-122.105,45.5299,-122.089
5456,"Brecksville Reservation, Brecksville, Ohio, Usa",41.3256,41.279,-81.5544,-81.6289,41.3023,-81.59165
5457,"John Muir Memorial Park, Wisconsin, Usa",43.6936,43.6851,-89.3851,-89.3968,43.68935,-89.39095
5458,"Sunflower Farm, Athens Co., Ohio, Usa",39.3809,39.3698,-81.9218,-81.9286,39.37535,-81.9252
5459,"East Lakeshore Trails, Greenback, Loudon Co., Tennessee, Usa",35.6765,35.6167,-84.1332,-84.2148,35.6466,-84.174
5462,"Dry Canyon, Cache Co., Utah, Usa",41.7256,41.712,-111.731,-111.762,41.7188,-111.7465
5463,"Hidden Slough Trail, Potter's Island, Carroll Co., Illinois, Usa",41.9485,41.9276,-90.114,-90.1262,41.93805,-90.1201
5464,"Snake Road, Union Co., Illinois, Usa",37.585,37.5447,-89.4364,-89.445,37.56485,-89.4407
5465,"Haw River State Park, Guilford Co., North Carolina, Usa",36.2569,36.2452,-79.7456,-79.7655,36.25105,-79.75555
5466,"Heron Pond Preserve, Johnson Co., Illinois, Usa",37.3872,37.3473,-88.9084,-88.9838,37.36725,-88.9461
5467,"Mckinney Lake National Fish Hatchery, Hoffman, North Carolina, Usa",35.0128,35.004,-79.6112,-79.6389,35.0084,-79.62505
5468,"Snow Canyon State Park, Utah, Usa",37.2575,37.1685,-113.616,-113.661,37.213,-113.6385
5469,"Mount Cammerer, Great Smoky Mountains National Park, Cocke Co., Tennessee, Usa",35.7664,35.748,-83.154,-83.1753,35.7572,-83.16465
5470,"Salt Lick Point Land & Water Reserve, Monroe Co., Illinois, Usa",38.2959,38.2544,-90.2647,-90.3038,38.27515,-90.28425
5471,"Stillwater Landing, Raleigh, North Carolina, Usa",35.9154,35.9131,-78.693,-78.7005,35.91425,-78.69675
5472,"Crockford-pigeon Mountain Wildlife Management Area, Walker Co., Georgia, Usa",34.8138,34.6002,-85.3387,-85.4448,34.707,-85.39175
5473,"State Botanical Garden Of Georgia, Athens, Georgia, Usa",33.9087,33.8968,-83.3757,-83.3935,33.90275,-83.3846
5474,"Sapelo Island, Georgia, Usa",31.4855,31.3794,-81.2405,-81.2961,31.43245,-81.2683
5475,"General Coffee State Park, Coffee Co., Georgia, Usa",31.5334,31.5079,-82.7499,-82.7939,31.52065,-82.7719
5476,"Memorial Park, Athens, Georgia, Usa",33.9286,33.9249,-83.3826,-83.3912,33.92675,-83.3869
5477,"Trail 173, Cherokee National Forest, Monroe Co., Tennessee, Usa",35.3227,35.3064,-84.1587,-84.1836,35.31455,-84.17115
5478,"Whitehall Forest, Athens, Georgia, Usa",33.9064,33.8756,-83.3437,-83.3738,33.891,-83.35875
5480,"Providence, Rhode Island, Usa",41.8616,41.7724,-71.3697,-71.4726,41.817,-71.42115
5484,"Tunnel Mills Campground, Tahoe National Forest, California, Usa",39.2613,39.244,-120.637,-120.669,39.25265,-120.653
5485,"Gate Parkway, Jacksonville, Florida, Usa",30.2589,30.2364,-81.5028,-81.5342,30.24765,-81.5185
5486,"Hilo Campus, University Of Hawaii, Hilo, Hawaii, Usa",19.7045,19.696,-155.077,-155.086,19.70025,-155.0815
5487,"Bonaventure Cemetery, Thunderbolt, Chatham Co., Georgia, Usa",32.0476,32.0407,-81.0427,-81.051,32.04415,-81.04685
5488,"Big Thicket National Preserve, Hardin Co., Texas, Usa",30.5271,30.1585,-94.071,-94.7327,30.3428,-94.40185
5489,"Bethel, Fairfield Co., Connecticut, Usa",41.4181,41.3719,-73.3462,-73.3962,41.395,-73.3712
5491,"San Jacinto Mountains, San Bernardino National Forest, Riverside Co., California, Usa",33.8898,33.5299,-116.608,-116.846,33.70985,-116.727
5494,"Guilford, Connecticut, Usa",41.4338,41.2437,-72.6321,-72.7493,41.33875,-72.6907
5495,"Colebrook, Connecticut, Usa",42.0421,41.9597,-73.0087,-73.1515,42.0009,-73.0801
5497,"Cedar Creek, Pend Oreille Co., Washington, Usa",48.8355,48.7949,-117.454,-117.502,48.8152,-117.478
5498,"Lisha Kill Preserve, Colonie, New York, Usa",42.7972,42.789,-73.851,-73.8682,42.7931,-73.8596
5499,"Loch Leven Lakes Trail, Placer Co., California, Usa",39.3085,39.2803,-120.496,-120.518,39.2944,-120.507
5500,"Quality Food Centers, Northgate, Seattle, King Co., Washington, Usa",47.7098,47.7089,-122.316,-122.318,47.70935,-122.317
5501,"4th Ave. Sw, Olympia, Thurston Co., Washington, Usa",47.0449,47.0446,-122.947,-122.95,47.04475,-122.9485
5506,"Clarion, Pennsylvania, Usa",41.2251,41.196,-79.3637,-79.3961,41.21055,-79.3799
5508,"Annandale, Hunterdon Co., New Jersey, Usa",40.6577,40.6379,-74.8657,-74.905,40.6478,-74.88535
5510,"California Institute Of Technology, Pasadena, Los Angeles Co., California, Usa",34.1417,34.1327,-118.121,-118.129,34.1372,-118.125
5511,"Cattaraugus Co., New York, Usa",42.4539,41.9976,-78.3081,-79.0659,42.22575,-78.687
5514,"Oatland Island Wild Life Center, Savannah, Chatham Co., Georgia, Usa",32.19,31.8911,-81.0304,-81.3704,32.04055,-81.2004
5515,"Pooler, Chatham Co., Georgia, Usa",32.1722,32.0579,-81.1956,-81.3107,32.11505,-81.25315
5516,"South Cumberland State Park, Guthrie Co., Tennessee, Usa",35.2631,35.2528,-85.7831,-85.7992,35.25795,-85.79115
5517,"Miami Woods, Morton Grove, Illinois, Usa",42.0409,42.0265,-87.7879,-87.7991,42.0337,-87.7935
5518,"South Belmont Harbor, Lakefront, Chicago, Illinois, Usa",41.9401,41.9377,-87.6319,-87.6368,41.9389,-87.63435
5519,"Mount San Jacinto State Park, California, Usa",33.8841,33.7312,-116.616,-116.852,33.80765,-116.734
5520,"South Tucson, Arizona, Usa",32.2113,32.183,-110.958,-110.979,32.19715,-110.9685
5522,"Peoh Point, Kittitas Co., Washington, Usa",47.1565,47.1413,-120.931,-120.963,47.1489,-120.947
5528,"Evanston P-patch Community Gardens, Seattle, King Co., Washington, Usa",47.7029,47.7022,-122.35,-122.351,47.70255,-122.3505
5529,"Trail 165-1, Cherokee National Forest, Citigo, Tennessee, Usa",35.5003,35.4817,-84.1043,-84.1307,35.491,-84.1175
5531,"Potawatomi Woods, Wheeling, Illinois, Usa",42.1527,42.14,-87.8976,-87.9091,42.14635,-87.90335
5532,"Charleston, Charleston Co., South Carolina, Usa",32.9736,32.6685,-79.7972,-80.1438,32.82105,-79.9705
5533,"Starr Sutherland American Legion Post And Auxillary #227, Green St., Shoreline, King Co., Washington, Usa",47.7349,47.7343,-122.31,-122.311,47.7346,-122.3105
5534,"Ft. Clinch State Park, Florida, Usa",30.7059,30.6679,-81.4231,-81.461,30.6869,-81.44205
5536,"Northeast Florida, Usa",31.001,24.5211,-80.0311,-87.6349,27.76105,-83.833
5538,"Silver River State Park, Marion, Florida, Usa",29.2196,29.1812,-81.9864,-82.0568,29.2004,-82.0216
5539,"Crooked River State Park, Georgia, Usa",30.848,30.8348,-81.5411,-81.5641,30.8414,-81.5526
5540,"Magnolia Plantation And Gardens, Charleston, South Carolina, Usa",32.8786,32.8707,-80.0839,-80.0908,32.87465,-80.08735
5541,"Schiller Woods North, Schiller Park, Cook Co., Illinois, Usa",41.9622,41.9527,-87.8436,-87.8602,41.95745,-87.8519
5542,"Okefenokee National Wildlife Refuge,Â€Ž Georgia, Usa",31.0765,30.5646,-82.0953,-82.5705,30.82055,-82.3329
5543,"Caw Caw County Park, Ravenel, South Carolina, Usa",32.8057,32.7831,-80.1801,-80.2308,32.7944,-80.20545
5544,"Nassau Co., Florida, Usa",30.8297,30.2733,-81.4267,-82.0503,30.5515,-81.7385
5545,"Mcintosh Sugar Mill Tabby Ruins, Kingsland, Georgia, Usa",30.8657,30.7554,-81.5983,-81.7194,30.81055,-81.65885
5554,"Paynes Spring, Modoc National Forest, Siskiyou Co., California, Usa",41.5646,41.5479,-121.547,-121.579,41.55625,-121.563
5558,"B Lot, The Evergreen State College, Olympia, Thurston Co., Washington, Usa",47.071,47.0686,-122.975,-122.979,47.0698,-122.977
5559,"Forest Road 2730, Barlow Ranger District, Mount Hood National Forest, Wasco Co., Oregon, Usa",45.3613,45.3459,-121.339,-121.476,45.3536,-121.4075
5562,"Ogeechee Barge Canal, Savannah, Georgia, Usa",32.5349,31.8535,-80.9734,-81.7287,32.1942,-81.35105
5565,"Bozeman, Montana, Usa",46.5389,44.8197,-110.545,-111.566,45.6793,-111.0555
5566,"Trout Creek Campground, Siskiyou Co., California, Usa",41.4639,41.4165,-121.884,-121.947,41.4402,-121.9155
5568,"Clear Creek, Mount Shasta, California, Usa",41.3936,41.342,-122.143,-122.193,41.3678,-122.168
5569,"Huckleberry Creek Trail #1182, Mount Baker-snoqualmie National Forest And Mount Rainier National Park, Washington, Usa",47.0095,46.9252,-121.614,-121.661,46.96735,-121.6375
5570,"Coast Trail, Point Reyes National Seashore, Marin Co., California, Usa",38.0435,37.9344,-122.747,-122.865,37.98895,-122.806
5572,"Niceville, Florida, Usa",30.5605,30.4844,-86.4346,-86.5234,30.52245,-86.479
5577,"Mukilteo Lighthouse Park, Mukilteo, Washington, Usa",47.9486,47.9448,-122.305,-122.309,47.9467,-122.307
5581,"Rocky River Reservation, North Olmsted, Ohio, Usa",41.4179,41.4045,-81.8753,-81.8953,41.4112,-81.8853
5582,"Ice Age National Scenic Trail, Gibraltar Rock Segment, Wisconsin, Usa",43.3669,43.3349,-89.5842,-89.6368,43.3509,-89.6105
5583,"Buckhorn State Park, Wisconsin, Usa",43.9733,43.9101,-89.9695,-90.0261,43.9417,-89.9978
5588,"Ucsc Arboretum, Santa Cruz, Santa Cruz Co., California, Usa",36.985,36.9808,-122.057,-122.065,36.9829,-122.061
5589,"Low Gap, Great Smoky Mountains National Park, Cocke Co., Tennessee, Usa",35.7464,35.7283,-83.1644,-83.1964,35.73735,-83.1804
5590,"Low Gap Trail, Great Smoky Mountains National Park, Cocke Co., Tennessee, Usa",35.7554,35.7264,-83.1789,-83.2098,35.7409,-83.19435
5591,"Cosby Knob, Great Smoky Mountains National Park, Cocke Co., Tennessee, Usa",35.7479,35.7117,-83.1545,-83.2186,35.7298,-83.18655
5593,"Camel Gap, Great Smoky Mountains National Park, Cocke Co., Tennessee, Usa",35.735,35.7169,-83.188,-83.22,35.72595,-83.204
5594,"Snakeden Trail, Great Smoky Mountains National Park, Cocke Co., Tennessee, Usa",35.754,35.7256,-83.208,-83.2465,35.7398,-83.22725
5595,"400 Brown St., Columbus, Indiana, Usa",39.2029,39.2014,-85.9237,-85.9255,39.20215,-85.9246
5596,"Wright's Beach, Sonoma Coast, California, Usa",38.4209,38.4044,-123.093,-123.109,38.41265,-123.101
5597,"Bald Point State Park, Florida, Usa",29.9545,29.9019,-84.3352,-84.3816,29.9282,-84.3584
5598,"Piers Gorge, Norway, Michigan, Usa",45.7624,45.7578,-87.942,-87.9521,45.7601,-87.94705
5599,"Sopchoppy, Florida, Usa",30.0808,30.0438,-84.4586,-84.5164,30.0623,-84.4875
5604,"Sterling Ridge Trail, Great Smoky Mountains National Park, Haywood Co., North Carolina, Usa",35.7267,35.6824,-83.0975,-83.1359,35.70455,-83.1167
5605,"Rainbow Falls Trail, Great Smoky Mountains National Park, Sevier Co., Tennessee, Usa",35.688,35.6526,-83.4343,-83.4827,35.6703,-83.4585
5606,"Near Laurel Top, Great Smoky Mountains National Park, Swain Co., North Carolina, Usa",35.6827,35.6464,-83.309,-83.373,35.66455,-83.341
5607,"Road Prong Trail, Great Smoky Mountains National Park, Sevier Co., Tennessee, Usa",35.635,35.5954,-83.4582,-83.4763,35.6152,-83.46725
5608,"Near Indian Gap, Great Smoky Mountains National Park, Sevier Co., Tennessee, Usa",35.6128,35.6019,-83.4386,-83.4545,35.60735,-83.44655
5609,"Appalachian Trail Between Newfound And Indian Gap, Great Smoky Mountains National Park, Sevier Co., Tennessee, Usa",35.6124,35.6061,-83.4274,-83.4498,35.60925,-83.4386
